geo_id,energy_production_wet_biomass_max_demand,energy_production_dry_biomass_max_demand,energy_production_oily_biomass_max_demand,energy_production_wet_biomass_demand,energy_production_dry_biomass_demand,energy_production_oily_biomass_demand
GM0150,390.0803154,347.7705187,60.7301586,68.02962015,279.6417514,60.7301586
GM0153,374.6438253,461.4550607,96.59398537,75.10657613,364.0649098,96.59398537
GM0158,257.7566561,108.3705934,14.74980302,35.79195101,81.7064846,14.74980302
GM0160,691.0314244,412.4319312,36.80251135,125.7663237,334.349685,36.80251135
GM0163,300.8377873,178.8357739,21.75561011,44.51249985,140.8208526,21.75561011
GM0164,178.5531773,219.712023,49.01999246,37.63600137,172.6266332,49.01999246
GM0166,419.5179229,187.9493878,32.67412187,50.65784098,149.5636792,32.67412187
GM0168,199.7376215,103.282124,13.74428652,30.76176375,77.82148203,13.74428652
GM0171,2122.553205,306.5471418,28.47160972,565.6232543,164.383524,28.47160972
GM0173,62.17695101,86.66102111,19.34480076,13.45919552,68.73322369,19.34480076
GM0175,386.8635417,165.8639582,10.82251683,55.73796821,123.9131592,10.82251683
GM0177,467.9474414,215.7314293,22.79028962,67.5552419,176.5832642,22.79028962
GM0180,272.6117769,124.6683103,10.33039094,35.14658335,102.3953819,10.33039094
GM0183,358.3441473,162.5468566,12.92650694,53.96274781,134.6521973,12.92650694
GM0184,75.76315396,102.3180547,12.61482721,18.267937,89.78685728,12.61482721
GM0189,234.430538,125.8564894,14.79476267,32.82430992,102.9615376,14.79476267
GM0193,383.9694057,357.3203293,77.46243916,62.59936881,284.4859857,77.46243916
GM0197,246.520725,117.7927622,16.41087982,42.68905117,91.92402562,16.41087982
GM0200,533.2245978,609.8531982,98.69554523,90.60717335,453.4281046,98.69554523
GM0202,336.2199495,460.6565964,96.7634954,70.4692781,363.1308508,96.7634954
GM0203,330.4085012,463.3994966,35.22102528,54.08215374,405.8755191,35.22102528
GM0209,99.40434183,83.25258104,15.72494137,18.4675134,65.74825628,15.72494137
GM0213,146.4154759,82.15620433,12.57533562,20.84442721,60.26532567,12.57533562
GM0214,253.2893851,109.254342,16.14172948,37.67776469,78.11152563,16.14172948
GM0216,85.90484314,81.32102612,17.34895684,14.48070816,63.84698829,17.34895684
GM0221,41.84498456,32.3579286,6.773110519,5.879132943,25.33924161,6.773110519
GM0222,224.8226669,193.4082971,34.96827914,40.28739112,151.4804407,34.96827914
GM0225,119.6524814,64.54469436,11.42035867,17.1725276,51.22332414,11.42035867
GM0226,75.26630047,75.40871482,15.39078181,14.32421021,58.09658887,15.39078181
GM0228,514.0190982,659.3415614,70.30109599,85.71569305,544.1617181,70.30109599
GM0230,98.84599504,86.07986367,14.02619568,16.27405823,65.42480912,14.02619568
GM0232,207.6893576,192.2747201,20.13767027,29.33337889,143.7699961,20.13767027
GM0233,108.418483,114.719081,16.3179227,17.43792669,82.68053143,16.3179227
GM0243,95.39483644,136.1171353,28.9084474,20.14117152,105.7510209,28.9084474
GM0244,47.49666851,37.89922902,7.395862428,7.749694326,28.63283225,7.395862428
GM0246,117.2067425,83.84773167,11.26786039,16.14529667,61.08561358,11.26786039
GM0252,86.05642159,57.01761689,10.01628095,14.49965355,42.17897399,10.01628095
GM0262,407.6502279,200.5088683,20.40803573,58.9610372,151.1365471,20.40803573
GM0263,166.0649739,76.86176159,15.00254916,21.80011354,58.5159692,15.00254916
GM0267,169.1072931,191.287916,26.09057095,28.55125207,162.5546016,26.09057095
GM0268,310.0870004,462.0867,107.390377,69.72165852,368.5835408,107.390377
GM0269,148.1386043,97.76308166,14.33726785,21.95355137,74.56324488,14.33726785
GM0273,157.9451343,153.9540277,14.70180556,26.05121029,125.903905,14.70180556
GM0274,80.29764128,98.90207101,19.01793196,15.33016103,74.00749299,19.01793196
GM0275,158.3973343,151.2633573,26.51404225,24.75522164,113.0801246,26.51404225
GM0277,19.5163796,22.92024147,1.004908934,1.974580836,14.96361263,1.004908934
GM0279,36.14290446,68.90042427,5.9984679,6.30186512,62.24629082,5.9984679
GM0281,109.2588668,116.9289343,25.50427282,22.54840117,90.07071266,25.50427282
GM0285,261.2654703,114.6652413,14.83486182,35.98718584,86.05951789,14.83486182
GM0289,90.70633813,109.6625788,23.55764148,19.11035589,84.66614508,23.55764148
GM0293,28.5621205,38.97067053,9.079419052,5.952942132,30.80823464,9.079419052
GM0294,251.6537861,131.2780505,17.56038871,41.29576525,96.46416249,17.56038871
GM0296,190.6821138,128.849688,24.88030578,36.44675383,98.05280282,24.88030578
GM0297,192.2717761,109.7638098,17.28577031,23.35852907,87.71369788,17.28577031
GM0299,235.9044214,137.9245711,26.4216927,37.92009531,106.9756638,26.4216927
GM0301,132.7249366,139.1288281,28.92545916,24.01736706,110.32567,28.92545916
GM0302,145.6215,140.0427735,16.69643435,21.34712237,96.32005878,16.69643435
GM0303,1411.988003,303.6912014,24.79767724,364.323957,173.9286,24.79767724
GM0307,301.8007594,412.1533541,94.95356571,65.62391398,327.2289047,94.95356571
GM0308,72.50232798,81.63535698,15.04750881,12.19548216,62.13146971,15.04750881
GM0310,147.4932794,138.087969,26.01827098,24.62335889,105.4175452,26.01827098
GM0312,92.31496801,51.67210142,9.230094636,14.73402363,39.87350513,9.230094636
GM0313,96.149907,61.42041403,13.10877579,14.60126058,48.05044352,13.10877579
GM0317,48.35138023,29.11533861,5.536720143,6.79703811,21.47660687,5.536720143
GM0321,177.2255421,149.5583488,30.32406881,29.05721074,119.8464796,30.32406881
GM0327,117.0932842,104.0976081,18.24511203,19.3239547,80.940233,18.24511203
GM0331,177.1474309,67.5541532,8.793256955,21.76538964,53.24602461,8.793256955
GM0335,118.7786277,45.52202303,8.503449481,16.12919702,35.18225754,8.503449481
GM0339,54.02322257,72.50699125,3.195172965,7.794341043,67.63498377,3.195172965
GM0340,90.28315267,75.89067134,12.15368701,14.02031384,58.31430392,12.15368701
GM0342,102.8715309,132.4288205,28.06575774,20.60773437,101.3419298,28.06575774
GM0344,631.1838034,901.8976263,214.3882684,140.3758306,715.6143745,214.3882684
GM0345,113.6179639,165.9512304,39.84943899,25.83740552,131.2803875,39.84943899
GM0351,92.23797186,78.55000535,7.999172326,14.01270719,66.20373529,7.999172326
GM0352,125.4585214,79.81265338,14.43690816,19.2486243,62.19310485,14.43690816
GM0353,85.10024916,90.05559374,20.75434655,16.43729606,70.9064462,20.75434655
GM0355,130.3404021,185.2671039,38.84392249,27.25283951,143.5325247,38.84392249
GM0356,126.7280743,174.6827889,38.29833106,25.47051685,141.9756752,38.29833106
GM0358,192.8700707,83.72282082,19.27675373,15.76617473,64.96341246,19.27675373
GM0361,405.4586573,317.0422071,65.95580657,68.74807926,248.4961484,65.95580657
GM0362,199.8398837,244.1778702,55.18979308,38.35924238,193.163604,55.18979308
GM0363,1726.492962,2194.338857,524.3054645,337.4106472,1741.737937,524.3054645
GM0370,160.1757321,46.91814426,5.922522545,27.81224661,29.80262284,5.922522545
GM0373,117.3383601,102.2506917,18.21108851,19.28272163,75.1723174,18.21108851
GM0375,76.21906977,107.8293792,25.01700742,16.72715958,85.22618153,25.01700742
GM0376,23.00379056,32.13731412,6.805918912,4.631524927,25.35755513,6.805918912
GM0377,58.49952633,70.61170787,14.22304604,10.19796127,53.55436774,14.22304604
GM0383,151.5020561,104.3364471,21.73373784,18.37916573,80.89784359,21.73373784
GM0384,62.42602876,78.65513386,17.73840462,11.6049829,62.55821006,17.73840462
GM0385,120.8920151,99.38112823,21.93241089,21.23567444,79.150392,21.93241089
GM0388,46.22385158,51.05604769,11.24416544,8.890683016,40.78801822,11.24416544
GM0392,289.0808473,407.5014188,97.97862108,62.76480024,322.9675265,97.97862108
GM0394,461.1454504,473.1669451,89.96061431,103.9021456,343.7739944,89.96061431
GM0396,77.70614712,110.3435735,23.79459099,16.59923868,87.62324988,23.79459099
GM0397,50.88318299,70.52604031,16.5779596,10.77530557,55.67038161,16.5779596
GM0398,149.0653867,164.7211365,34.47433056,30.97578205,133.1474014,34.47433056
GM0399,54.58676479,63.38446159,14.25585443,10.76854684,49.78937405,14.25585443
GM0400,138.4278142,154.4885391,33.78292405,29.0988467,124.169819,33.78292405
GM0402,173.4374487,239.1942504,54.82525538,36.55218424,185.2535323,54.82525538
GM0405,124.2193355,187.6693649,44.35451743,28.54406059,149.5942551,44.35451743
GM0406,73.08148013,109.524012,25.07594102,16.33885234,86.63974235,25.07594102
GM0415,101.0378327,31.84401261,6.979681884,6.185702049,24.44217069,6.979681884
GM0416,101.5653771,74.47958574,17.00689896,16.54315632,58.60028325,17.00689896
GM0417,21.41516313,32.03038432,6.801665972,4.597194364,24.81197419,6.801665972
GM0420,286.2276152,139.0977897,27.22428321,55.35379979,104.7629196,27.22428321
GM0431,78.27740869,25.05912532,5.927990611,4.062184496,19.35940717,5.927990611
GM0432,102.0216987,42.3378772,7.156482669,16.96067669,33.12276595,7.156482669
GM0437,64.00261964,40.77379198,8.454844454,7.70999413,32.09160323,8.454844454
GM0439,147.4525576,208.3413684,48.6761119,31.54750853,165.4939182,48.6761119
GM0441,398.6573341,152.2392461,28.2838728,85.63695567,111.8591645,28.2838728
GM0448,1445.862789,70.93154261,8.230653767,39.047253,40.33212425,8.230653767
GM0450,82.64261807,37.89364317,8.219110073,8.287985252,29.56687131,8.219110073
GM0451,67.26806284,79.40136309,17.87692895,12.7420011,62.95853286,17.87692895
GM0453,162.937677,188.9495264,41.52570486,27.52405476,150.8189082,41.52570486
GM0457,69.0237847,52.2443568,11.74661991,9.866509726,40.61368543,11.74661991
GM0473,48.42503232,45.68043381,10.33525144,6.787471087,34.98328562,10.33525144
GM0479,414.4015481,402.9100588,94.70993301,66.18405736,316.9801068,94.70993301
GM0482,41.20192914,51.74269925,12.1931786,8.661386085,40.44001076,12.1931786
GM0484,406.0484683,318.2834389,67.43096914,66.6962641,250.164431,67.43096914
GM0489,92.84525807,131.0955933,29.57190602,19.51901287,105.0138107,29.57190602
GM0498,123.4285434,61.87652654,11.90640894,25.23479327,45.87567617,11.90640894
GM0501,95.84145794,55.29458042,10.43914468,15.9245548,39.10193321,10.43914468
GM0502,119.6510382,174.0239528,40.59613371,26.07125407,139.4177727,40.59613371
GM0503,187.9951021,268.0712564,62.67800506,40.64852061,214.121809,62.67800506
GM0505,417.7695487,329.4181477,72.08976099,60.11946628,254.697838,72.08976099
GM0512,86.8506548,99.06936911,22.28662003,15.77812385,79.14767612,22.28662003
GM0513,132.1391493,184.1499124,44.46205605,28.36997479,145.6453679,44.46205605
GM0518,876.3215498,1347.863809,326.7673439,208.6085329,1064.746748,326.7673439
GM0523,67.05502759,48.97334756,10.96711679,10.29882339,38.2554298,10.96711679
GM0530,157.4568873,118.2124982,24.3322841,38.3959705,86.02117398,24.3322841
GM0531,53.18346744,78.22200639,18.81379084,12.05567927,61.73712755,18.81379084
GM0532,66.06910942,59.78556514,13.18775896,15.65995782,47.94735227,13.18775896
GM0534,47.5702557,55.40255216,13.3457253,10.84893428,43.197326,13.3457253
GM0537,121.6429734,164.8867911,39.67506845,25.84833922,129.8279418,39.67506845
GM0542,56.16252894,75.6038229,17.84776593,11.44391906,60.20608806,17.84776593
GM0546,210.5208591,312.4119507,75.88399091,48.48189327,246.8931779,75.88399091
GM0547,57.40309154,70.63082619,16.47042098,11.29593017,55.88612096,16.47042098
GM0553,52.21112597,60.2582457,13.85243271,11.28922454,47.10847267,13.85243271
GM0556,56.75110696,83.41505522,19.90861908,12.82136538,66.0814733,19.90861908
GM0569,343.2632252,93.25816398,17.39330893,25.96527445,68.51674814,17.39330893
GM0575,50.30851618,70.5401693,15.90234972,11.45557921,54.85708601,15.90234972
GM0576,57.30773648,43.64495226,10.13718595,14.15751489,33.40663922,10.13718595
GM0579,47.29018075,63.05389674,14.84032988,9.68272925,50.17905677,14.84032988
GM0584,68.36344936,67.79779289,14.82635594,17.54885341,50.13114681,14.82635594
GM0585,206.826675,109.3726546,17.79673065,47.21210342,71.09842351,17.79673065
GM0588,307.8265202,55.09438915,6.846625622,53.04659584,26.59721088,6.846625622
GM0589,113.5508381,43.95770414,6.197748511,13.48401221,35.55645776,6.197748511
GM0590,57.0244753,85.37059892,19.61820404,12.67159879,68.43527944,19.61820404
GM0597,86.95423861,128.0273918,28.09431319,19.19848946,102.0262713,28.09431319
GM0599,1615.949957,1683.706381,391.6459415,252.95949,1347.756954,391.6459415
GM0603,95.14689809,147.7688504,32.48456226,21.19808048,120.4666037,32.48456226
GM0606,144.2604981,203.3230967,47.38929381,30.64349996,162.7339007,47.38929381
GM0610,48.05975943,64.74626957,15.20486759,10.27032452,51.18017552,15.20486759
GM0611,165.5603434,60.88220402,7.847281616,44.61880562,27.6120331,7.847281616
GM0613,68.67487597,74.12804756,15.35372048,14.94378443,54.8450501,15.35372048
GM0614,138.7683436,53.86934479,8.886214069,16.9375717,36.88389444,8.886214069
GM0617,133.5078764,42.13389722,5.331971467,27.97351817,20.51308935,5.331971467
GM0622,136.8451737,189.2648538,43.98997973,28.39909701,150.4482332,43.98997973
GM0626,50.51136195,68.85311483,15.48009355,10.46378744,55.10371095,15.48009355
GM0627,80.34960439,84.19382719,17.20374932,15.47749411,65.08990703,17.20374932
GM0629,84.60385904,82.749088,15.92482955,12.74407995,64.50291421,15.92482955
GM0632,279.8988367,154.4470402,31.71295746,36.4292969,120.9928114,31.71295746
GM0637,239.1667817,335.4646095,75.91133124,50.07624717,270.4617293,75.91133124
GM0638,58.92853814,26.88989099,5.133905982,7.884803347,20.61628144,5.133905982
GM0642,88.15387113,119.0101575,27.12099753,18.34467533,95.14256603,27.12099753
GM0654,412.0777524,125.9842318,13.85243271,111.3715828,66.18367116,13.85243271
GM0664,285.4747887,147.2112419,22.87656354,68.60218324,94.33505024,22.87656354
GM0668,194.3501454,86.25189269,11.5898687,27.08657257,67.64353725,11.5898687
GM0677,788.6092541,169.7958973,16.72255955,146.8337609,84.01694802,16.72255955
GM0678,111.2720191,48.71986046,7.767690885,25.36870029,33.48957146,7.767690885
GM0687,1377.164675,144.1857301,29.49353041,40.54388783,105.8767297,29.49353041
GM0689,157.3324651,56.55825088,8.833963665,18.90738456,43.97086876,8.833963665
GM0703,395.4322457,110.3592109,13.77831004,58.54211816,75.76730825,13.77831004
GM0715,719.3365113,266.2449891,33.16624777,168.6804453,142.8471242,33.16624777
GM0716,512.0798017,134.1543593,15.66296997,91.10384245,80.15211741,15.66296997
GM0717,2639.847245,135.3822837,13.26613457,54.34272861,81.48234565,13.26613457
GM0718,1308.352311,122.0828802,26.95817069,24.33576719,93.66736192,26.95817069
GM0736,397.2823924,137.3183059,26.76861108,33.34643569,106.940692,26.76861108
GM0737,461.8397152,146.3398347,19.30834699,37.829417,118.9272794,19.30834699
GM0738,135.4129988,50.70604301,8.093344566,23.77868861,35.30236534,8.093344566
GM0743,241.7647653,152.381229,10.15237502,32.84271748,132.6786004,10.15237502
GM0744,209.5670043,67.34590431,4.159982752,38.24868414,49.00096159,4.159982752
GM0748,393.5322346,197.3235755,40.59188077,43.24906233,151.2025977,40.59188077
GM0753,109.6547689,126.497781,18.11813139,20.25554141,106.5205479,18.11813139
GM0755,145.1644995,63.33283486,6.432875329,25.67382619,53.83699276,6.432875329
GM0756,241.8563277,201.5625672,17.65881389,46.37345663,166.8231619,17.65881389
GM0757,175.5667353,103.611268,18.68073458,26.6907724,79.52229988,18.68073458
GM0758,442.1368145,494.6441976,111.7144017,93.26205826,386.3536342,111.7144017
GM0762,429.5640921,183.4821846,19.66194857,63.67056269,144.5663629,19.66194857
GM0765,94.46957264,50.24791978,7.420772504,24.9326677,31.02417368,7.420772504
GM0766,120.9008824,73.51121005,15.82761949,26.67828268,56.13343868,15.82761949
GM0770,244.0506106,148.8048626,11.61052584,44.45137901,124.5367374,11.61052584
GM0772,402.6801406,614.9507435,140.7370709,91.89196433,490.5457718,140.7370709
GM0777,169.8104394,126.6226788,26.59545567,36.49933276,98.77069308,26.59545567
GM0779,116.4632817,86.89072594,13.07171446,20.55949685,72.4722192,13.07171446
GM0784,163.3121248,119.8963647,16.05849337,31.03576008,95.89781208,16.05849337
GM0785,112.6996518,90.16233854,14.45574261,20.21295301,71.92632511,14.45574261
GM0786,78.53031905,48.98600989,7.584206907,14.7207966,38.98055231,7.584206907
GM0788,123.0488624,65.90904107,8.624354486,21.38976053,49.73675847,8.624354486
GM0794,198.090987,252.5901679,55.60658119,41.25755662,199.929096,55.60658119
GM0796,472.2776021,426.9632137,93.68922744,87.66911201,337.343603,93.68922744
GM0797,181.2758547,147.7756152,26.81478586,33.30090612,113.9281904,26.81478586
GM0798,318.382809,103.6270931,9.316368559,52.62902717,76.88668284,9.316368559
GM0809,94.35674971,90.59640096,14.17261832,17.19152128,69.06301617,14.17261832
GM0815,119.469635,69.98700909,6.616966869,21.62578465,54.97673925,6.616966869
GM0820,34.90880858,54.7486034,14.08695196,8.85465552,42.47014775,14.08695196
GM0823,241.0454157,150.1892564,11.31464273,37.48033141,125.1399998,11.31464273
GM0824,186.2242084,107.2349463,15.88169259,29.31220143,83.63495504,15.88169259
GM0826,202.3874494,174.9474527,33.7902148,39.46821238,136.4864074,33.7902148
GM0828,519.9082615,309.4553625,55.5622291,83.71075446,243.5336927,55.5622291
GM0840,152.0221202,79.79049572,13.71390838,30.93011571,59.37302899,13.71390838
GM0845,156.1026037,95.09536453,17.61385424,28.77226966,73.828618,17.61385424
GM0847,239.6606485,261.7599432,11.73932916,39.36663528,238.1501461,11.73932916
GM0848,55.41053752,79.45523597,10.27024221,9.628534998,67.19466693,10.27024221
GM0851,541.881523,128.468934,15.22187934,126.3628717,73.42915236,15.22187934
GM0852,140.7062471,54.2822439,10.51995054,13.79053741,41.26901589,10.51995054
GM0855,455.8516996,590.9613759,131.9984946,97.60657386,468.4011695,131.9984946
GM0856,218.4186202,168.0011265,25.3851905,41.22775701,137.9246665,25.3851905
GM0858,144.8350584,101.727037,18.77976732,23.11392075,77.06027514,18.77976732
GM0861,100.3447069,126.0569072,27.54507639,22.95554713,99.5991918,27.54507639
GM0865,76.72847994,78.14979978,16.03722867,14.14607285,60.84053966,16.03722867
GM0866,51.59435803,53.05343767,10.47863627,9.564893115,40.27102031,10.47863627
GM0867,164.0966927,135.0219273,29.30883131,31.04090937,103.4966002,29.30883131
GM0870,354.1422523,104.4084692,16.58342766,48.42216435,68.32381466,16.58342766
GM0873,210.7249236,105.1135007,13.28496902,48.78422948,70.9301862,13.28496902
GM0874,153.7399524,77.05805278,8.973703118,31.92478972,58.43443983,8.973703118
GM0879,237.9098677,131.1710333,13.13064806,46.44496433,103.6910936,13.13064806
GM0880,144.8336134,48.54852938,9.920893583,11.19362486,37.23269393,9.920893583
GM0881,29.60459013,29.51954978,4.728054006,6.788141917,18.72742442,4.728054006
GM0882,70.3574224,106.6010887,22.83889465,16.4397343,83.47924264,22.83889465
GM0888,46.39481162,45.22913638,9.677868447,10.65449135,33.98402528,9.677868447
GM0889,64.24533367,43.7963268,8.213642008,12.87158634,31.58949159,8.213642008
GM0893,198.5800255,78.75026063,7.983375692,32.56891474,51.61355264,7.983375692
GM0899,49.65279994,75.99473733,17.07433844,11.58677799,59.61261407,17.07433844
GM0907,109.8050399,81.32685776,10.37170521,21.86432256,62.75661565,10.37170521
GM0917,160.5631828,258.561995,52.75589635,36.66978108,211.4237573,52.75589635
GM0928,84.247534,127.4666259,27.73038305,19.44355932,102.0308841,27.73038305
GM0935,237.4561617,327.0272153,73.85837641,54.60467128,254.5107669,73.85837641
GM0938,53.62492174,57.88806745,11.49691158,12.4830341,41.19928079,11.49691158
GM0944,36.98553144,27.25644361,4.742635514,4.910399896,20.31068032,4.742635514
GM0946,355.9094167,291.2392025,10.32917581,58.70020338,264.3011645,10.32917581
GM0951,59.14711861,50.3378155,9.227056822,15.33836023,33.33979393,9.227056822
GM0957,210.778091,171.4271692,35.36562524,30.00229657,132.1085147,35.36562524
GM0962,39.58295978,43.90906386,7.751286688,10.02419364,30.10027464,7.751286688
GM0965,41.47481661,33.82199862,6.389130805,9.698444106,23.13036552,6.389130805
GM0971,65.90039581,73.69620993,15.165376,13.62954635,56.67959642,15.165376
GM0981,40.09553004,36.26348579,6.131524162,7.670149492,26.03941271,6.131524162
GM0983,279.8027485,312.3604004,61.73020703,58.46754813,240.8659932,61.73020703
GM0984,592.9590895,429.712936,26.32326752,105.138752,379.3731168,26.32326752
GM0986,61.08554202,44.66804729,7.565372459,15.09396045,28.75169479,7.565372459
GM0988,254.1887401,289.1032765,30.28214697,53.14304074,244.0574406,30.28214697
GM0994,71.67373936,58.21459692,10.00655994,16.32333544,39.00422858,10.00655994
GM0995,1191.203527,328.6898371,47.32489214,173.257556,239.7464722,47.32489214
GM1507,441.79165,250.3907294,25.69443998,83.97695542,195.9418603,25.69443998
GM1509,313.5855297,159.965001,23.98232791,52.33090568,120.0982694,23.98232791
GM1525,131.9156706,96.41392483,22.51688634,18.08789247,75.20651789,22.51688634
GM1581,239.0022947,217.7759313,30.08347393,35.56270642,164.4391136,30.08347393
GM1586,331.9994397,175.6481169,18.04704654,51.43866298,147.2615624,18.04704654
GM1598,234.3126727,76.28479252,13.81476381,42.83384433,56.918153,13.81476381
GM1621,157.1135652,164.0513405,37.42647839,31.4982268,126.930507,37.42647839
GM1640,516.2901266,350.586815,21.67844962,112.9221933,298.9399302,21.67844962
GM1641,181.6185522,77.318436,14.40896027,17.21720103,54.93423646,14.40896027
GM1652,407.9969823,202.6541584,18.49846573,71.00012817,166.4428322,18.49846573
GM1655,247.4175192,104.1877971,18.34475233,59.80608435,75.91092304,18.34475233
GM1658,206.4252217,127.9668434,9.699133147,27.65925887,99.78685134,9.699133147
GM1659,170.6701495,101.9427014,13.56870086,29.96337996,84.04489584,13.56870086
GM1667,358.0528177,103.069909,7.934770665,62.68473733,78.59431123,7.934770665
GM1669,158.0492744,98.58504262,12.52490791,32.69192658,61.85774064,12.52490791
GM1674,332.2303414,241.0119523,46.80178054,78.87922566,187.7494398,46.80178054
GM1676,670.2335074,164.8022147,20.52286511,139.0865866,91.77219068,20.52286511
GM1680,395.3722894,206.6089306,15.42359021,71.91145386,128.5767319,15.42359021
GM1681,386.8982895,266.3122028,15.41508433,93.23712342,173.2991796,15.41508433
GM1684,160.0799004,92.79165787,15.14714912,28.05392589,73.84245266,15.14714912
GM1685,165.8101958,87.2106837,9.434843312,29.73036862,68.54368082,9.434843312
GM1690,391.0708246,223.271981,14.64834003,57.62156119,179.4676201,14.64834003
GM1695,1404.088196,64.0059088,4.440069221,53.00693738,23.10467294,4.440069221
GM1696,367.4429736,75.978441,14.58940643,12.22358699,57.64099933,14.58940643
GM1699,468.8218639,163.5100138,19.0106412,46.81329829,120.2691328,19.0106412
GM1700,264.9051911,147.4529322,20.53076342,38.3487788,117.6693985,20.53076342
GM1701,459.3541837,165.1069015,11.75512579,52.8246743,108.7529888,11.75512579
GM1702,430.5501365,107.6501193,7.051374298,76.7387437,82.81697673,7.051374298
GM1705,148.3026841,138.2031123,28.2364829,27.41317814,102.1126764,28.2364829
GM1706,160.8288778,86.12376499,12.41858441,26.33026199,59.03154392,12.41858441
GM1708,1279.919375,211.2860423,26.6963111,78.02861648,159.3648832,26.6963111
GM1709,516.4138499,187.3920195,22.45613006,125.6778991,122.8194568,22.45613006
GM1711,238.1362305,132.4093606,19.22207307,53.48603041,90.94459145,19.22207307
GM1714,680.7470422,228.2817719,14.20846453,182.4021621,92.68918945,14.20846453
GM1719,470.123441,115.4799975,16.49533105,62.8816306,82.7684266,16.49533105
GM1721,324.2356588,240.9559031,18.71658079,51.56733573,211.1324281,18.71658079
GM1722,351.5505298,91.65782453,5.209851336,33.46577175,70.55558784,5.209851336
