geo_id,energy_power_hv_network_loss_demand
BU03214080,0.155463833
BU03214081,0.050313207
BU03214182,0.023458813
BU03215090,0.360852988
BU03215091,0.176870763
BU03215192,0.106140812
BU03215193,0.040210263
BU03211237,0.261714166
BU03212059,0.008852894
BU03270000,0.846267277
BU03270001,0.140683064
BU03270002,0.208401047
BU03270003,0.270310185
BU03270004,0.146156395
BU03270005,0.241987386
BU03270006,0.161975636
BU03270007,0.287398389
BU03270008,0.404581678
BU03270009,0.163526951
BU03270100,0.664258812
BU03270101,0.132865648
BU03270102,0.252699488
BU03270103,0.311683924
BU03270104,0.116382916
BU03270105,0.307403479
BU03270106,0.382693949
BU03270107,0.191015528
BU03270108,0.610190504
BU03270109,1.30431179
BU03270200,0.546908298
BU03270201,0.631754003
BU03270209,0.298453557
BU03270300,0.714168648
BU03270309,0.207330942
BU03270400,0.197489377
BU03270500,0.453728282
BU03270501,0.46118621
BU03310000,1.70846713
BU03310001,0.247015722
BU03310002,0.179012474
BU03310003,0.18678847
BU03310004,0.118637938
BU03310005,0.088080906
BU03310006,0.270230364
BU03310007,0.047056583
BU03310008,0.139115447
BU03310009,0.197871773
BU03310010,0.776799429
BU03310019,0.458002876
BU03310020,0.175367494
BU03310029,0.211597458
BU03350000,2.325403848
BU03350001,0.688247547
BU03350100,1.119304651
BU03350101,0.016688053
BU03350102,0.025427513
BU03350103,0.253306457
BU03350108,0.08483929
BU03350109,0.208023409
BU03350200,0.330663564
BU03350201,0.045957735
BU03350202,0.072312996
BU03350209,0.002766133
BU03390000,1.275258244
BU03390009,0.721152305
BU03400001,0.933128595
BU03400101,0.189446662
BU03400102,0.059315026
BU03400103,0.174032238
BU03400104,0.178526808
BU03400105,0.436277799
BU03400201,0.381648789
BU03400202,0.199382122
BU03400203,0.146918746
BU03400301,0.782066066
BU03400302,0.236649034
BU03400303,0.078339554
BU03400401,0.074663108
BU03400501,0.156214451
BU03400502,0.160686604
BU03400503,0.088459229
BU03400504,0.012828774
BU03400601,0.231791824
BU03400701,0.236375641
BU03400702,0.061641997
BU03400703,0.156319435
BU03400801,0.089337381
BU03400901,0.211484429
BU03401001,0.027477293
BU03401101,0.018068268
BU03401201,0.007049362
BU03401301,0.168942387
BU03401302,0.799018685
BU03401303,0.208172841
BU03401304,0.264940607
BU03420101,0.828140849
BU03420102,1.191145167
BU03420103,2.364495751
BU03420201,0.975232257
BU03420301,0.041199322
BU03420302,0.060113493
BU03420303,0.194903551
BU03420304,0.585576139
BU03420401,0.204299515
BU03420402,0.886889916
BU03420403,1.284237762
BU03420404,0.078132816
BU03420405,0.123021477
BU03420501,1.338711502
BU03420601,1.702389301
BU03420602,0.053588841
BU03420604,0.182789058
BU03420605,0.271611327
BU03420606,0.135504406
BU03420701,2.446574954
BU03420702,0.133507758
BU03420703,0.10924825
BU03420704,0.140214842
BU03420705,0.761081792
BU03420706,0.002212907
BU03420801,0.312006803
BU03420802,1.413202007
BU03420803,0.790077243
BU03420804,1.2823628
BU03440111,0.439350707
BU03440112,0.975544853
BU03440113,0.281305274
BU03440114,0.345194956
BU03440121,0.657100936
BU03440122,0.230394011
BU03440123,1.281763475
BU03440124,1.105839645
BU03440131,1.762628556
BU03440132,1.40147011
BU03440133,0.809583518
BU03440211,1.216375246
BU03440212,0.434171044
BU03440221,0.427371629
BU03440222,1.169057712
BU03440223,1.256445527
BU03440224,0.819142979
BU03440231,0.666687365
BU03440232,1.092383683
BU03440233,1.183851269
BU03440241,0.823925737
BU03440242,1.106593344
BU03440243,0.200107126
BU03440244,0.915321682
BU03440311,1.006612512
BU03440312,0.974650502
BU03440321,1.569194071
BU03440322,0.976556035
BU03440331,1.043201465
BU03440332,0.730777338
BU03440333,1.144420115
BU03440341,1.082673557
BU03440342,0.784094072
BU03440343,0.105539767
BU03440411,0.953214599
BU03440412,0.929267841
BU03440413,0.468064998
BU03440414,0.483723875
BU03440415,0.641145145
BU03440421,1.661553093
BU03440422,0.897096036
BU03440423,1.084530381
BU03440431,0.39901137
BU03440432,0.974027641
BU03440433,1.63154055
BU03440511,1.449854442
BU03440512,1.242582392
BU03440521,0.504354354
BU03440522,0.21639575
BU03440523,0.493138441
BU03440524,0.593115594
BU03440525,0.217755414
BU03440526,0.243474616
BU03440531,0.897319193
BU03440532,0.710049032
BU03440533,2.217779775
BU03440534,1.112216352
BU03440535,0.368096398
BU03440611,2.255604919
BU03440612,2.303115563
BU03440613,9.112053367
BU03440621,1.072254589
BU03440622,0.921823752
BU03440623,0.548588563
BU03440624,0.710599405
BU03440625,1.624036832
BU03440626,0.519518016
BU03440627,0.173182335
BU03440628,0.529561786
BU03440711,1.179147318
BU03440712,1.598594697
BU03440721,1.316719277
BU03440722,0.658066074
BU03440723,0.509754299
BU03440731,0.193411998
BU03440732,0.545703982
BU03440733,0.856182642
BU03440811,1.196928177
BU03440812,2.13264498
BU03440821,2.883544362
BU03440822,1.051628136
BU03440823,1.123319152
BU03440831,1.856198038
BU03440832,1.856985254
BU03440911,0.125854882
BU03440912,1.120836799
BU03440921,1.389969185
BU03440922,0.816178593
BU03440931,1.222727947
BU03440932,0.341723051
BU03440934,0.308740441
BU03440941,0.766493585
BU03440942,0.914815309
BU03440943,1.046049695
BU03440951,0.071519776
BU03440952,0.034218814
BU03440953,0.027283586
BU03441011,0.054397389
BU03441012,0.213765979
BU03441013,2.152386376
BU03441014,0.504558679
BU03441021,1.402596072
BU03441022,2.006098371
BU03441023,1.107570951
BU03441024,2.291679589
BU03441031,1.735497117
BU03441032,2.01258359
BU03441033,0.718096112
BU03441041,0.075453316
BU03440913,1.447805973
BU03440933,0.57447751
BU03450000,3.485732244
BU03450001,0.455256043
BU03450002,0.871049187
BU03450003,0.590187982
BU03450100,1.308049702
BU03450101,0.828948548
BU03450102,1.267245391
BU03450103,0.139352181
BU03450104,0.622982276
BU03450105,0.761476114
BU03450200,1.363541748
BU03450201,0.563298611
BU03450202,0.741984094
BU03450203,0.943141108
BU03450204,0.742931751
BU03450205,1.539738629
BU03450206,0.082454472
BU03450207,0.024638547
BU03450208,0.070324439
BU03450300,0.241974059
BU03450301,1.877377046
BU03450302,0.188519468
BU03450400,0.995824738
BU03450401,1.010597261
BU03450402,0.801257659
BU03450403,0.446046356
BU03450404,0.520808963
BU03450405,0.219432803
BU03450500,0.853285698
BU03450501,0.640128639
BU03450502,0.936010934
BU03450503,0.886596915
BU03450504,0.770735419
BU03450505,0.318479179
BU03450506,0.028753228
BU03450507,0.069100186
BU03510001,0.745638881
BU03510002,0.81377641
BU03510003,0.529164081
BU03510004,0.87762307
BU03510005,0.34931985
BU03510006,0.317311812
BU03510007,0.109900528
BU03510008,0.304085735
BU03510009,0.160323683
BU03510010,0.053601136
BU03510011,0.102406905
BU03510012,0.203219554
BU03520000,5.542424888
BU03520109,0.686456765
BU03520200,0.897736133
BU03520209,0.182886008
BU03520300,0.472352081
BU03520301,0.095383117
BU03520302,0.059484749
BU03520309,0.143386316
BU03520101,0.10119449
BU03530001,1.173379655
BU03530002,0.251889998
BU03530003,0.316562822
BU03530004,0.39175792
BU03530005,0.451981081
BU03530006,0.211170985
BU03530007,0.772458136
BU03530008,1.003429229
BU03530009,0.126572316
BU03530010,0.249523048
BU03530011,0.020902349
BU03530012,0.326939025
BU03530013,0.581297123
BU03530014,0.093559852
BU03530015,0.262172068
BU03530016,0.089104458
BU03530017,0.570601001
BU03530018,0.362798808
BU03530019,0.614813311
BU03530020,0.348658259
BU03530021,0.254177267
BU03530022,0.46974075
BU03530023,0.338589032
BU03530024,0.259721848
BU03530025,0.840211678
BU03530026,0.736344661
BU03530027,0.192174966
BU03530028,0.103526593
BU03530029,0.22015653
BU03530030,0.037509076
BU03550101,4.549612783
BU03550102,1.546497826
BU03550103,1.406967368
BU03550104,1.480987465
BU03550105,0.167278253
BU03550201,1.159605438
BU03550202,1.365279637
BU03550203,0.492668054
BU03550204,0.433183053
BU03550205,1.849018088
BU03550206,0.588250665
BU03550301,0.821615118
BU03550302,0.507605407
BU03550303,0.259755875
BU03550304,0.506433152
BU03550305,0.59220916
BU03550306,0.459853731
BU03550307,0.505820253
BU03550308,0.00331936
BU03550309,0.030364728
BU03550401,1.16945591
BU03550402,1.273456971
BU03550403,0.138146526
BU03550404,0.09863834
BU03550405,0.410608721
BU03550406,0.494382665
BU03550407,0.014384104
BU03550501,0.610406945
BU03550502,0.387609326
BU03550503,0.847647733
BU03550504,0.252627821
BU03550505,0.739117984
BU03550506,0.842102827
BU03550507,0.025400898
BU03550508,0.394881785
BU03560100,2.333074703
BU03560200,1.512291726
BU03560300,1.721025101
BU03560400,2.180825479
BU03560500,2.258266168
BU03560600,0.168523101
BU03560700,13.81438885
BU03561000,1.72971404
BU03561100,0.88662415
BU03561200,0.517756124
BU03561300,1.153695218
BU03561400,0.375666247
BU03561500,0.04922506
BU03561600,0.62699125
BU03561800,0.305743885
BU03562000,3.219247586
BU03562100,0.52888887
BU03562200,0.076987496
BU03562300,0.007032252
BU03562400,2.817382502
BU03560800,2.312124041
BU03580000,2.133730064
BU03580001,2.183701062
BU03580004,1.549282138
BU03580005,0.373689344
BU03580100,2.73220312
BU03580200,0.787498663
BU03580201,0.491509438
BU03580205,3.214308355
BU03580206,0.248355547
BU03940781,0.189408833
BU03610904,0.204741676
BU03611005,0.057699719
BU03611006,0.109054687
BU03620001,2.020017352
BU03620002,1.253713235
BU03620003,1.325095748
BU03620004,1.472949094
BU03620005,4.173246187
BU03620006,0.912655999
BU03620007,1.418884462
BU03620008,1.464218851
BU03620009,0.53420887
BU03620010,1.321747092
BU03620011,1.99831638
BU03620012,1.58743355
BU03620013,2.362007803
BU03620014,1.644335457
BU03620015,2.025285856
BU03620016,1.706394357
BU03620017,2.608117911
BU03620018,1.935615231
BU03620019,1.230760881
BU03620020,0.295553091
BU03635801,0.743242929
BU03637900,0.080812668
BU03639003,1.614614659
BU03730500,0.948476568
BU03750000,0.379693078
BU03750001,1.340861205
BU03750002,1.678980528
BU03750003,0.550597335
BU03750004,0.251159702
BU03750005,0.271593478
BU03750100,0.428458385
BU03750101,0.794955879
BU03750109,0.02093884
BU03750200,0.223760619
BU03750201,0.146411286
BU03750202,1.023419686
BU03750300,0.521214784
BU03750301,0.509204179
BU03750302,0.438766535
BU03750303,0.13778144
BU03750400,0.253777038
BU03750401,0.155319806
BU03750500,0.605273849
BU03750501,0.255635226
BU03750600,0.675331057
BU03750601,0.45339863
BU03750700,0.434741824
BU03750701,0.269082482
BU03750702,0.952288303
BU03750703,0.403372017
BU03750800,1.147424856
BU03750801,0.001106453
BU03750900,2.859159728
BU03750901,0.030158475
BU03750909,1.348505591
BU03770000,1.812706738
BU03770001,0.116430849
BU03770002,0.058174348
BU03770003,0.379328416
BU03770004,0.220445669
BU03770005,0.086678889
BU03770009,0.219679736
BU03770100,1.342520203
BU03770101,0.073004371
BU03770109,0.091023922
BU03770200,1.009565535
BU03770201,0.333662838
BU03770202,0.210242425
BU03770209,0.298614271
BU03770300,0.67284577
BU03770309,0.197286767
BU03770400,0.531206975
BU03770401,0.380837766
BU03770402,0.32468646
BU03770403,0.105424846
BU03770404,0.371662721
BU03770409,0.092953483
BU03830001,1.208100227
BU03830011,1.007792639
BU03830101,0.758895425
BU03830111,0.74802514
BU03830201,1.21910639
BU03830211,0.641447211
BU03830221,0.745934187
BU03830301,0.788753622
BU03830311,0.079237394
BU03830401,0.167243892
BU03830411,0.771183565
BU03830421,0.099710072
BU03830431,0.21440168
BU03830501,0.693079944
BU03830511,1.1893283
BU03830601,0.052673943
BU03830701,1.112432955
BU03830711,0.971861081
BU03830721,0.956407349
BU03920206,0.557107502
BU03920208,0.548854976
BU03920502,0.482774526
BU03920903,0.04265332
BU03930008,0.033550394
BU03930000,1.864002551
BU03930002,0.050832231
BU03930003,0.810316474
BU03930004,0.257068965
BU03930009,0.101345257
BU03940676,0.251329641
BU03940779,0.429160904
BU03960100,1.732036692
BU03960101,0.072693467
BU03960200,0.784995036
BU03960201,0.00860698
BU03960202,0.065203783
BU03960300,0.116381683
BU03960301,0.040250565
BU03960302,0.750113628
BU03960303,0.642183825
BU03960400,0.758410369
BU03960402,0.279352152
BU03960403,0.147429989
BU03960404,0.081662716
BU03960409,0.009946673
BU03960500,0.369051617
BU03960501,0.444761532
BU03960502,0.360538197
BU03960503,0.085143874
BU03960600,0.281764061
BU03960601,0.395237556
BU03960602,0.0724898
BU03960603,0.685385426
BU03960604,0.00331936
BU03960605,1.017995651
BU03960700,0.398134144
BU03960701,0.112735166
BU03960702,0.342211869
BU03960800,0.577729189
BU03960801,0.318344915
BU03960802,0.292907843
BU03960900,0.470193218
BU03960901,1.210754078
BU03961001,0.828660299
BU03961002,0.389387907
BU03961100,0.02828358
BU03970000,2.260628758
BU03970001,1.768820954
BU03970002,0.699765339
BU03970003,1.64075999
BU03970004,0.636701742
BU03970005,0.399910831
BU03970006,0.48107693
BU03970007,0.489105794
BU03970008,0.23344749
BU03970009,0.539909279
BU03970100,0.375797751
BU03970101,0.304280885
BU03970102,0.201966027
BU03970200,0.410793876
BU03990802,0.233015283
BU04020903,0.152058376
BU04020904,0.047111232
BU04020905,0.287186479
BU04020304,2.269415322
BU04020405,1.157609503
BU04170007,0.217593994
BU04370000,2.55961284
BU04370001,1.522712218
BU04370006,0.139573944
BU04370007,0.106138805
BU04370008,0.033901872
BU04370009,0.05148068
BU04500001,1.041011854
BU04500002,0.646090966
BU04500003,0.489909477
BU04500004,1.611047539
BU04500005,0.376557836
BU04500006,0.220866354
BU04511500,0.813858764
BU04512500,0.916679876
BU04513500,2.37211092
BU04514500,1.978769035
BU04515000,0.107391938
BU04515500,0.538020828
BU04516500,1.543482319
BU04517500,0.841475787
BU04518500,1.217063714
BU04519000,0.117592031
BU04519500,0.144515655
BU04530500,0.33109238
BU04530504,0.295260816
BU04730101,0.683144985
BU04730102,0.313334004
BU04730103,0.528713631
BU04730104,0.035412649
BU04730105,0.672404789
BU04730106,0.099343991
BU04730107,0.46047501
BU04730201,0.433391339
BU04730202,0.126411337
BU04730203,0.93436116
BU04730204,0.144077535
BU04730205,0.54454895
BU04730206,1.702667776
BU04730301,0.429066181
BU04730401,0.013205566
BU04730402,0.025845531
BU04730403,0.009321556
BU04730404,0.026152527
BU04797130,0.042856652
BU04797230,2.15472834
BU04820101,0.267481966
BU04820102,0.504054784
BU04820103,0.484876413
BU04820104,0.169879922
BU04820105,0.564630849
BU04820201,0.214824922
BU04820202,0.288383277
BU04820203,0.109504655
BU04820204,0.008598055
BU04820205,0.294988057
BU04820206,0.242419239
BU04820301,0.247739073
BU04820302,0.191736792
BU04820303,0.238195438
BU04820304,0.321292462
BU04820305,0.317444397
BU04820306,0.364043251
BU04820307,0.413346064
BU04820401,0.321714865
BU04820402,0.352762782
BU04820403,0.079238204
BU04820404,0.143153784
BU04820501,0.478782486
BU04820502,0.011702483
BU04820503,0.011018906
BU04820601,0.001106453
BU04820602,0.021760776
BU04820603,0.00497904
BU04820604,0.049699337
BU04843104,0.312331706
BU04847008,0.533305465
BU04847014,0.229096748
BU04847015,0.056325782
BU04843102,0.274636735
BU04847101,0.36120462
BU04890101,1.42384585
BU04890102,0.108200485
BU04890103,0.326072932
BU04890204,0.350379671
BU04890205,0.128513979
BU04890206,0.280689864
BU04890207,0.154743766
BU04890308,0.235971125
BU04890409,0.552366269
BU04890410,0.180061014
BU04890511,0.27374833
BU04890512,0.40338207
BU04890513,0.270837711
BU04890614,0.456685742
BU04890715,0.611376011
BU04890816,0.423140436
BU04890817,0.35507893
BU04890918,0.311696636
BU04890919,0.321076774
BU04890920,0.433995614
BU04890921,0.134475899
BU04890922,0.467470756
BU04891023,0.170572793
BU04891124,0.452413673
BU04891225,0.204823565
BU04891226,0.105670091
BU04891227,0.132873253
BU04891328,0.341061848
BU04891429,0.319347051
BU04891430,0.383302942
BU04891431,0.603902593
BU04891432,0.384578578
BU04891533,0.650397896
BU04891634,1.091271973
BU04891735,0.224655644
BU04891836,0.484411078
BU04891937,0.374014638
BU04892039,1.252764851
BU04893050,0.034685971
BU04893051,0.009098491
BU04893053,0.082989911
BU04893054,0.066460021
BU04893160,0.037645904
BU04893161,0.102355923
BU04893162,0.046475932
BU04893163,0.139265671
BU04893164,0.430078088
BU04895070,1.51444017
BU04895071,1.16371682
BU04895072,0.173118536
BU04895073,0.001106453
BU04895074,0.042917593
BU04895075,0.006678538
BU04895076,0.000553227
BU04895077,0.158626191
BU04895078,0.030700215
BU04895080,2.00534E-10
BU04895081,0.018050102
BU04895082,2.173535708
BU04895083,0.212103736
BU04895084,0.070827489
BU06130625,0.030524423
BU04893052,0.007746282
BU05010000,1.707492157
BU05010001,0.366264642
BU05010002,0.791320017
BU05010003,0.805650503
BU05010004,0.208076307
BU05010005,0.434779108
BU05010006,0.754572394
BU05010009,0.210857431
BU05010100,0.432744871
BU05010109,0.576998979
BU05010200,0.23157668
BU05010201,0.273397186
BU05010202,0.033419586
BU05010209,0.117888112
BU05010300,0.024390169
BU05020110,0
BU05020111,0.308057297
BU05020112,0.206408
BU05020113,0.297803109
BU05020114,0.03933132
BU05020115,0.295601733
BU05020116,0.403584222
BU05020117,0.410385805
BU05020118,0.163367257
BU05020119,0.800868282
BU05020223,0.176399452
BU05020224,0.453197939
BU05020225,0.481322205
BU05020226,0.181268555
BU05020227,0.287145117
BU05020228,0.160380277
BU05020229,0.355659136
BU05020332,0.657815645
BU05020333,1.43274995
BU05020334,0.216408574
BU05020335,0.393667667
BU05020336,0.178089708
BU05020337,0.131720248
BU05020338,0.393808685
BU05020441,0.276360471
BU05020442,0.510667927
BU05020443,0.525135657
BU05020444,0.007016738
BU05020445,0.253092643
BU05020446,0.248142111
BU05020447,0.020319373
BU05020448,0.396326018
BU05020449,0.29989827
BU05020551,0.522200322
BU05020552,0.419052651
BU05020553,0.163808493
BU05020554,0.156777298
BU05020555,0.118442738
BU05020556,0.470865792
BU05020557,0.174367416
BU05020621,0.123242307
BU05020622,0.078600712
BU05020631,0.231440995
BU05020658,0.02511729
BU05020659,0.054845764
BU05020661,0.717891945
BU05020662,0.576004325
BU05020663,0.384435201
BU05020664,0.285337087
BU05020665,0.187199729
BU05020666,0.032969858
BU05020772,0.272036633
BU05020774,0.30955713
BU05020880,0.313044406
BU05020881,1.570793489
BU05020882,0.194136671
BU05020883,0.099847146
BU05020884,0.098947853
BU05020885,0.12218541
BU05020887,0.281290969
BU05020888,0.175776025
BU05020991,0.356403749
BU05020992,0.278552766
BU05020993,0.063086848
BU05020994,0.057310191
BU05020995,0.169821374
BU05020996,0
BU05020997,0.230464813
BU05020998,0.036001767
BU05991446,0.595283748
BU05020770,0.258621098
BU05020771,0.385646498
BU05020773,0.64266421
BU05020775,0.312244
BU05020776,0.610650908
