geo_id,energy_production_oily_biomass_demand,energy_production_wet_biomass_demand,energy_production_dry_biomass_demand,energy_production_oily_biomass_max_demand,energy_production_wet_biomass_max_demand,energy_production_dry_biomass_max_demand
BU19301401,0,0,0,0,0,0
BU19301301,0,0,0,0,0,0
BU19301206,0,0,0,0,0,0
BU19301205,0,0,0,0,0,0
BU19301204,0,0,0,0,0,0
BU19301203,0,0,0,0,0,0
BU19301202,0,0,0,0,0,0
BU19301201,0,0,0,0,0,0
BU19301102,0,0,0,0,0,0
BU19301101,0,0,0,0,0,0
BU19301004,0,0,0,0,0,0
BU19301003,0,0,0,0,0,0
BU19301002,0,0,0,0,0,0
BU19301001,0,0,0,0,0,0
BU19300905,0,0,0,0,0,0
BU19300904,0,0,0,0,0,0
BU19300903,0,0,0,0,0,0
BU19300902,0,0,0,0,0,0
BU19300901,0,0,0,0,0,0
BU19300805,0,0,0,0,0,0
BU19300804,0,0,0,0,0,0
BU19300803,0,0,0,0,0,0
BU19300802,0,0,0,0,0,0
BU19300801,0,0,0,0,0,0
BU19300703,0,0,0,0,0,0
BU19300702,0,0,0,0,0,0
BU19300701,0,0,0,0,0,0
BU19300603,0,0,0,0,0,0
BU19300602,0,0,0,0,0,0
BU19300601,0,0,0,0,0,0
BU19300504,0,0,0,0,0,0
BU19300503,0,0,0,0,0,0
BU19300502,0,0,0,0,0,0
BU19300501,0,0,0,0,0,0
BU19300401,0,0,0,0,0,0
BU19300302,0,0,0,0,0,0
BU19300301,0,0,0,0,0,0
BU19300202,0,0,0,0,0,0
BU19300201,0,0,0,0,0,0
BU19300106,0,0,0,0,0,0
BU19300105,0,0,0,0,0,0
BU19300104,0,0,0,0,0,0
BU19300103,0,0,0,0,0,0
BU19300102,0,0,0,0,0,0
BU19300101,0,0,0,0,0,0
BU19271109,0,0,0,0,0,0
BU19271100,0,0,0,0,0,0
BU19271000,0,0,0,0,0,0
BU19270909,0,0,0,0,0,0
BU19270901,0,0,0,0,0,0
BU19270900,0,0,0,0,0,0
BU19270803,0,0,0,0,0,0
BU19270802,0,0,0,0,0,0
BU19270801,0,0,0,0,0,0
BU19270800,0,0,0,0,0,0
BU19270700,0,0,0,0,0,0
BU19270609,0,0,0,0,0,0
BU19270600,0,0,0,0,0,0
BU19270501,0,0,0,0,0,0
BU19270500,0,0,0,0,0,0
BU19270409,0,0,0,0,0,0
BU19270400,0,0,0,0,0,0
BU19270309,0,0,0,0,0,0
BU19270300,0,0,0,0,0,0
BU19270202,0,0,0,0,0,0
BU19270201,0,0,0,0,0,0
BU19270200,0,0,0,0,0,0
BU19270109,0,0,0,0,0,0
BU19270100,0,0,0,0,0,0
BU19270009,0,0,0,0,0,0
BU19270003,0,0,0,0,0,0
BU19270002,0,0,0,0,0,0
BU19270001,0,0,0,0,0,0
BU19270000,0,0,0,0,0,0
BU19260351,0,0,0,0,0,0
BU19260342,0,0,0,0,0,0
BU19260341,0,0,0,0,0,0
BU19260232,0,0,0,0,0,0
BU19260231,0,0,0,0,0,0
BU19260226,0,0,0,0,0,0
BU19260225,0,0,0,0,0,0
BU19260224,0,0,0,0,0,0
BU19260223,0,0,0,0,0,0
BU19260222,0,0,0,0,0,0
BU19260221,0,0,0,0,0,0
BU19260114,0,0,0,0,0,0
BU19260113,0,0,0,0,0,0
BU19260112,0,0,0,0,0,0
BU19260111,0,0,0,0,0,0
BU19260107,0,0,0,0,0,0
BU19260106,0,0,0,0,0,0
BU19260105,0,0,0,0,0,0
BU19260104,0,0,0,0,0,0
BU19260103,0,0,0,0,0,0
BU19260102,0,0,0,0,0,0
BU19260101,0,0,0,0,0,0
BU19241302,0,0,0,0,0,0
BU19241301,0,0,0,0,0,0
BU19241202,0,0,0,0,0,0
BU19241201,0,0,0,0,0,0
BU19241103,0,0,0,0,0,0
BU19241102,0,0,0,0,0,0
BU19241101,0,0,0,0,0,0
BU19241006,0,0,0,0,0,0
BU19241005,0,0,0,0,0,0
BU19241004,0,0,0,0,0,0
BU19241003,0,0,0,0,0,0
BU19241002,0,0,0,0,0,0
BU19241001,0,0,0,0,0,0
BU19240903,0,0,0,0,0,0
BU19240902,0,0,0,0,0,0
BU19240901,0,0,0,0,0,0
BU19240802,0,0,0,0,0,0
BU19240801,0,0,0,0,0,0
BU19240705,0,0,0,0,0,0
BU19240704,0,0,0,0,0,0
BU19240703,0,0,0,0,0,0
BU19240702,0,0,0,0,0,0
BU19240701,0,0,0,0,0,0
BU19240606,0,0,0,0,0,0
BU19240605,0,0,0,0,0,0
BU19240604,0,0,0,0,0,0
BU19240603,0,0,0,0,0,0
BU19240602,0,0,0,0,0,0
BU19240601,0,0,0,0,0,0
BU19240502,0,0,0,0,0,0
BU19240501,0,0,0,0,0,0
BU19240403,0,0,0,0,0,0
BU19240402,0,0,0,0,0,0
BU19240401,0,0,0,0,0,0
BU19240307,0,0,0,0,0,0
BU19240306,0,0,0,0,0,0
BU19240305,0,0,0,0,0,0
BU19240304,0,0,0,0,0,0
BU19240303,0,0,0,0,0,0
BU19240302,0,0,0,0,0,0
BU19240301,0,0,0,0,0,0
BU19240205,0,0,0,0,0,0
BU19240204,0,0,0,0,0,0
BU19240203,0,0,0,0,0,0
BU19240202,0,0,0,0,0,0
BU19240201,0,0,0,0,0,0
BU19240109,0,0,0,0,0,0
BU19240108,0,0,0,0,0,0
BU19240107,0,0,0,0,0,0
BU19240106,0,0,0,0,0,0
BU19240105,0,0,0,0,0,0
BU19240104,0,0,0,0,0,0
BU19240103,0,0,0,0,0,0
BU19240102,0,0,0,0,0,0
BU19240101,0,0,0,0,0,0
BU19240003,0,0,0,0,0,0
BU19240002,0,0,0,0,0,0
BU19240001,0,0,0,0,0,0
BU19161201,0,0,0,0,0,0
BU19161200,0,0,0,0,0,0
BU19161100,0,0,0,0,0,0
BU19161000,0,0,0,0,0,0
BU19160901,0,0,0,0,0,0
BU19160900,0,0,0,0,0,0
BU19160801,0,0,0,0,0,0
BU19160800,0,0,0,0,0,0
BU19160703,0,0,0,0,0,0
BU19160702,0,0,0,0,0,0
BU19160701,0,0,0,0,0,0
BU19160700,0,0,0,0,0,0
BU19160601,0,0,0,0,0,0
BU19160600,0,0,0,0,0,0
BU19160503,0,0,0,0,0,0
BU19160502,0,0,0,0,0,0
BU19160501,0,0,0,0,0,0
BU19160500,0,0,0,0,0,0
BU19160401,0,0,0,0,0,0
BU19160400,0,0,0,0,0,0
BU19160301,0,0,0,0,0,0
BU19160300,0,0,0,0,0,0
BU19160201,0,0,0,0,0,0
BU19160200,0,0,0,0,0,0
BU19160104,0,0,0,0,0,0
BU19160103,0,0,0,0,0,0
BU19160102,0,0,0,0,0,0
BU19160101,0,0,0,0,0,0
BU19160100,0,0,0,0,0,0
BU19041215,0,0,0,0,0,0
BU19041214,0,0,0,0,0,0
BU19041213,0,0,0,0,0,0
BU19041212,0,0,0,0,0,0
BU19041211,0,0,0,0,0,0
BU19041210,0,0,0,0,0,0
BU19041209,0,0,0,0,0,0
BU19041208,0,0,0,0,0,0
BU19041207,0,0,0,0,0,0
BU19041206,0,0,0,0,0,0
BU19041205,0,0,0,0,0,0
BU19041204,0,0,0,0,0,0
BU19041203,0,0,0,0,0,0
BU19041202,0,0,0,0,0,0
BU19041201,0,0,0,0,0,0
BU19041101,0,0,0,0,0,0
BU19041003,0,0,0,0,0,0
BU19041002,0,0,0,0,0,0
BU19041001,0,0,0,0,0,0
BU19040907,0,0,0,0,0,0
BU19040906,0,0,0,0,0,0
BU19040905,0,0,0,0,0,0
BU19040904,0,0,0,0,0,0
BU19040903,0,0,0,0,0,0
BU19040902,0,0,0,0,0,0
BU19040901,0,0,0,0,0,0
BU19040805,0,0,0,0,0,0
BU19040804,0,0,0,0,0,0
BU19040802,0,0,0,0,0,0
BU19040801,0,0,0,0,0,0
BU19040703,0,0,0,0,0,0
BU19040702,0,0,0,0,0,0
BU19040701,0,0,0,0,0,0
BU19040604,0,0,0,0,0,0
BU19040603,0,0,0,0,0,0
BU19040602,0,0,0,0,0,0
BU19040601,0,0,0,0,0,0
BU19040508,0,0,0,0,0,0
BU19040507,0,0,0,0,0,0
BU19040506,0,0,0,0,0,0
BU19040505,0,0,0,0,0,0
BU19040504,0,0,0,0,0,0
BU19040503,0,0,0,0,0,0
BU19040502,0,0,0,0,0,0
BU19040501,0,0,0,0,0,0
BU19040402,0,0,0,0,0,0
BU19040401,0,0,0,0,0,0
BU19040312,0,0,0,0,0,0
BU19040311,0,0,0,0,0,0
BU19040310,0,0,0,0,0,0
BU19040309,0,0,0,0,0,0
BU19040308,0,0,0,0,0,0
BU19040307,0,0,0,0,0,0
BU19040306,0,0,0,0,0,0
BU19040303,0,0,0,0,0,0
BU19040302,0,0,0,0,0,0
BU19040301,0,0,0,0,0,0
BU19040216,0,0,0,0,0,0
BU19040215,0,0,0,0,0,0
BU19040214,0,0,0,0,0,0
BU19040213,0,0,0,0,0,0
BU19040212,0,0,0,0,0,0
BU19040211,0,0,0,0,0,0
BU19040209,0,0,0,0,0,0
BU19040208,0,0,0,0,0,0
BU19040207,0,0,0,0,0,0
BU19040206,0,0,0,0,0,0
BU19040205,0,0,0,0,0,0
BU19040204,0,0,0,0,0,0
BU19040203,0,0,0,0,0,0
BU19040202,0,0,0,0,0,0
BU19040201,0,0,0,0,0,0
BU19040119,0,0,0,0,0,0
BU19040118,0,0,0,0,0,0
BU19040117,0,0,0,0,0,0
BU19040116,0,0,0,0,0,0
BU19040115,0,0,0,0,0,0
BU19040114,0,0,0,0,0,0
BU19040113,0,0,0,0,0,0
BU19040112,0,0,0,0,0,0
BU19040111,0,0,0,0,0,0
BU19040110,0,0,0,0,0,0
BU19040109,0,0,0,0,0,0
BU19040108,0,0,0,0,0,0
BU19040107,0,0,0,0,0,0
BU19040106,0,0,0,0,0,0
BU19040105,0,0,0,0,0,0
BU19040104,0,0,0,0,0,0
BU19040103,0,0,0,0,0,0
BU19040102,0,0,0,0,0,0
BU19040101,0,0,0,0,0,0
BU19010937,0,0,0,0,0,0
BU19010936,0,0,0,0,0,0
BU19010935,0,0,0,0,0,0
BU19010834,0,0,0,0,0,0
BU19010833,0,0,0,0,0,0
BU19010832,0,0,0,0,0,0
BU19010831,0,0,0,0,0,0
BU19010730,0,0,0,0,0,0
BU19010729,0,0,0,0,0,0
BU19010728,0,0,0,0,0,0
BU19010727,0,0,0,0,0,0
BU19010726,0,0,0,0,0,0
BU19010725,0,0,0,0,0,0
BU19010724,0,0,0,0,0,0
BU19010723,0,0,0,0,0,0
BU19010722,0,0,0,0,0,0
BU19010621,0,0,0,0,0,0
BU19010620,0,0,0,0,0,0
BU19010619,0,0,0,0,0,0
BU19010618,0,0,0,0,0,0
BU19010617,0,0,0,0,0,0
BU19010616,0,0,0,0,0,0
BU19010615,0,0,0,0,0,0
BU19010514,0,0,0,0,0,0
BU19010413,0,0,0,0,0,0
BU19010312,0,0,0,0,0,0
BU19010311,0,0,0,0,0,0
BU19010310,0,0,0,0,0,0
BU19010309,0,0,0,0,0,0
BU19010308,0,0,0,0,0,0
BU19010307,0,0,0,0,0,0
BU19010306,0,0,0,0,0,0
BU19010205,0,0,0,0,0,0
BU19010104,0,0,0,0,0,0
BU19010103,0,0,0,0,0,0
BU19010102,0,0,0,0,0,0
BU19010101,0,0,0,0,0,0
BU18920493,0,0,0,0,0,0
BU18920492,0,0,0,0,0,0
BU18920491,0,0,0,0,0,0
BU18920412,0,0,0,0,0,0
BU18920411,0,0,0,0,0,0
BU18920410,0,0,0,0,0,0
BU18920409,0,0,0,0,0,0
BU18920408,0,0,0,0,0,0
BU18920407,0,0,0,0,0,0
BU18920406,0,0,0,0,0,0
BU18920405,0,0,0,0,0,0
BU18920404,0,0,0,0,0,0
BU18920403,0,0,0,0,0,0
BU18920402,0,0,0,0,0,0
BU18920401,0,0,0,0,0,0
BU18920399,0,0,0,0,0,0
BU18920310,0,0,0,0,0,0
BU18920309,0,0,0,0,0,0
BU18920308,0,0,0,0,0,0
BU18920307,0,0,0,0,0,0
BU18920306,0,0,0,0,0,0
BU18920305,0,0,0,0,0,0
BU18920304,0,0,0,0,0,0
BU18920303,0,0,0,0,0,0
BU18920302,0,0,0,0,0,0
BU18920301,0,0,0,0,0,0
BU18920292,0,0,0,0,0,0
BU18920209,0,0,0,0,0,0
BU18920191,0,0,0,0,0,0
BU18920106,0,0,0,0,0,0
BU18910309,0,0,0,0,0,0
BU18910301,0,0,0,0,0,0
BU18910300,0,0,0,0,0,0
BU18910209,0,0,0,0,0,0
BU18910208,0,0,0,0,0,0
BU18910202,0,0,0,0,0,0
BU18910201,0,0,0,0,0,0
BU18910200,0,0,0,0,0,0
BU18910109,0,0,0,0,0,0
BU18910108,0,0,0,0,0,0
BU18910101,0,0,0,0,0,0
BU18910100,0,0,0,0,0,0
BU18910009,0,0,0,0,0,0
BU18910008,0,0,0,0,0,0
BU18910002,0,0,0,0,0,0
BU18910001,0,0,0,0,0,0
BU18910000,0,0,0,0,0,0
BU18840407,0,0,0,0,0,0
BU18420108,0,0,0,0,0,0
BU18420101,0,0,0,0,0,0
BU18420005,0,0,0,0,0,0
BU18420002,0,0,0,0,0,0
BU17830803,0,0,0,0,0,0
BU17830612,0,0,0,0,0,0
BU17830610,0,0,0,0,0,0
BU17830607,0,0,0,0,0,0
BU17830602,0,0,0,0,0,0
BU17830509,0,0,0,0,0,0
BU17220209,0,0,0,0,0,0
BU17220208,0,0,0,0,0,0
BU17220206,0,0,0,0,0,0
BU17220205,0,0,0,0,0,0
BU17220204,0,0,0,0,0,0
BU17220203,0,0,0,0,0,0
BU17220202,0,0,0,0,0,0
BU17220201,0,0,0,0,0,0
BU17220200,0,0,0,0,0,0
BU17220109,0,0,0,0,0,0
BU17220100,0,0,0,0,0,0
BU17220009,0,0,0,0,0,0
BU17220008,0,0,0,0,0,0
BU17220007,0,0,0,0,0,0
BU17220003,0,0,0,0,0,0
BU17220002,0,0,0,0,0,0
BU17220001,0,0,0,0,0,0
BU17220000,0,0,0,0,0,0
BU17141409,0,0,0,0,0,0
BU17141400,0,0,0,0,0,0
BU17141309,0,0,0,0,0,0
BU17141300,0,0,0,0,0,0
BU17141209,0,0,0,0,0,0
BU17141200,0,0,0,0,0,0
BU17141109,0,0,0,0,0,0
BU17141108,0,0,0,0,0,0
BU17141101,0,0,0,0,0,0
BU17141100,0,0,0,0,0,0
BU17141009,0,0,0,0,0,0
BU17141000,0,0,0,0,0,0
BU17140909,0,0,0,0,0,0
BU17140900,0,0,0,0,0,0
BU17140809,0,0,0,0,0,0
BU17140801,0,0,0,0,0,0
BU17140800,0,0,0,0,0,0
BU17140709,0,0,0,0,0,0
BU17140701,0,0,0,0,0,0
BU17140700,0,0,0,0,0,0
BU17140609,0,0,0,0,0,0
BU17140600,0,0,0,0,0,0
BU17140509,0,0,0,0,0,0
BU17140500,0,0,0,0,0,0
BU17140409,0,0,0,0,0,0
BU17140400,0,0,0,0,0,0
BU17140309,0,0,0,0,0,0
BU17140300,0,0,0,0,0,0
BU17140209,0,0,0,0,0,0
BU17140200,0,0,0,0,0,0
BU17140109,0,0,0,0,0,0
BU17140100,0,0,0,0,0,0
BU17140009,0,0,0,0,0,0
BU17140001,0,0,0,0,0,0
BU17140000,0,0,0,0,0,0
BU16960604,0,0,0,0,0,0
BU16960500,0,0,0,0,0,0
BU16960402,0,0,0,0,0,0
BU16960401,0,0,0,0,0,0
BU16960400,0,0,0,0,0,0
BU16960300,0,0,0,0,0,0
BU16960102,0,0,0,0,0,0
BU16960100,0,0,0,0,0,0
BU16950509,0,0,0,0,0,0
BU16950500,0,0,0,0,0,0
BU16950409,0,0,0,0,0,0
BU16950400,0,0,0,0,0,0
BU16950309,0,0,0,0,0,0
BU16950301,0,0,0,0,0,0
BU16950300,0,0,0,0,0,0
