geo_id,energy_distribution_network_gas_loss_demand,input_energy_power_supercritical_ccs_waste_mix_electricity_output_conversion,input_industry_steel_scrap_hbi_eaf_share,input_energy_cokesoven_transformation_loss_output_conversion,input_energy_blastfurnace_transformation_loss_output_conversion,input_energy_power_combined_cycle_coal_gas_loss_output_conversion,input_energy_chp_coal_gas_loss_output_conversion,industry_final_demand_for_metal_steel_coal_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_cokes_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_crude_oil_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_electricity_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_network_gas_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_steam_hot_water_industry_steel_scrap_hbi_eaf_parent_share,industry_final_demand_for_metal_steel_wood_pellets_industry_steel_scrap_hbi_eaf_parent_share
GM0420,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0938,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1948,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0119,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0687,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1842,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1731,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1952,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0815,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1709,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1978,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1955,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0335,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0944,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1740,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0946,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0356,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0569,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0267,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0268,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1930,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1970,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1695,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1699,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0171,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0575,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0820,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0302,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0579,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0823,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0824,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1895,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0269,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0173,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1773,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0175,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1586,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0826,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0085,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0431,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0432,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0086,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0828,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1509,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0437,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0589,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1734,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0590,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1894,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0765,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1926,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0439,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0273,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0177,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0703,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0274,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0339,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1667,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0275,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0340,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0597,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1742,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0603,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1669,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0957,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0736,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1674,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0599,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0277,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0840,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0441,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0279,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0606,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0088,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1676,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0965,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1702,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0845,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1883,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0610,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1714,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0090,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0342,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0847,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0848,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0037,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0180,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0532,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0851,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1708,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0971,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1904,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1900,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0715,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0093,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0448,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1525,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0716,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0281,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0855,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0183,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1700,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1730,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0737,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0856,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0450,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0451,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0184,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0344,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1581,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0981,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0994,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0858,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0047,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0345,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0717,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0861,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0453,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0983,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0984,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1961,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0622,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0096,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0718,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0986,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0626,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0285,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0865,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1949,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0866,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0867,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0627,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0289,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0629,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0852,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0988,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0457,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1960,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0668,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1969,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1701,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0293,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1950,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1783,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0098,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0614,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0189,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0296,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1696,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0352,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0294,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0873,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0632,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1690,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0880,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0351,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0479,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0297,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0473,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0050,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0355,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0299,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0637,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0638,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1892,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0879,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0301,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM1896,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0642,0,27,0,0,0,0,0,0,0,0,0,0,0,0
GM0193,0,27,0,0,0,0,0,0,0,0,0,0,0,0
