geo_id,households_number_of_apartments_2005,households_number_of_apartments_1985_2004,households_number_of_apartments_1965_1984,households_number_of_apartments_1945_1964,households_number_of_apartments_1945,households_number_of_terraced_2005,households_number_of_terraced_1985_2004,households_number_of_terraced_1965_1984,households_number_of_terraced_1945_1964,households_number_of_terraced_1945,households_number_of_semi_detached_2005,households_number_of_semi_detached_1985_2004,households_number_of_semi_detached_1965_1984,households_number_of_semi_detached_1945_1964,households_number_of_semi_detached_1945,households_number_of_detached_2005,households_number_of_detached_1985_2004,households_number_of_detached_1965_1984,households_number_of_detached_1945_1964,households_number_of_detached_1945,input_households_insulation_level_apartments_2005,input_households_insulation_level_apartments_1985_2004,input_households_insulation_level_apartments_1965_1984,input_households_insulation_level_apartments_1945_1964,input_households_insulation_level_apartments_1945,input_households_insulation_level_terraced_2005,input_households_insulation_level_terraced_1985_2004,input_households_insulation_level_terraced_1965_1984,input_households_insulation_level_terraced_1945_1964,input_households_insulation_level_terraced_1945,input_households_insulation_level_semi_detached_2005,input_households_insulation_level_semi_detached_1985_2004,input_households_insulation_level_semi_detached_1965_1984,input_households_insulation_level_semi_detached_1945_1964,input_households_insulation_level_semi_detached_1945,input_households_insulation_level_detached_2005,input_households_insulation_level_detached_1985_2004,input_households_insulation_level_detached_1965_1984,input_households_insulation_level_detached_1945_1964,input_households_insulation_level_detached_1945,input_households_share_of_useful_demand_for_space_heating_apartments_2005,input_households_share_of_useful_demand_for_space_heating_apartments_1985_2004,input_households_share_of_useful_demand_for_space_heating_apartments_1965_1984,input_households_share_of_useful_demand_for_space_heating_apartments_1945_1964,input_households_share_of_useful_demand_for_space_heating_apartments_1945,input_households_share_of_useful_demand_for_space_heating_terraced_2005,input_households_share_of_useful_demand_for_space_heating_terraced_1985_2004,input_households_share_of_useful_demand_for_space_heating_terraced_1965_1984,input_households_share_of_useful_demand_for_space_heating_terraced_1945_1964,input_households_share_of_useful_demand_for_space_heating_terraced_1945,input_households_share_of_useful_demand_for_space_heating_semi_detached_2005,input_households_share_of_useful_demand_for_space_heating_semi_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_semi_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_semi_detached_1945,input_households_share_of_useful_demand_for_space_heating_detached_2005,input_households_share_of_useful_demand_for_space_heating_detached_1985_2004,input_households_share_of_useful_demand_for_space_heating_detached_1965_1984,input_households_share_of_useful_demand_for_space_heating_detached_1945_1964,input_households_share_of_useful_demand_for_space_heating_detached_1945,input_buildings_insulation_level,number_of_buildings
GM0815,141,110,64,53,52,82,264,320,114,20,126,304,590,319,286,114,396,545,428,289,119.4940131,149.7254839,209.5760576,214.042077,290.5938511,113.3346194,149.3980189,216.796152,268.9388431,253.1129575,113.9354186,162.1475217,218.8130927,276.1326459,301.4568199,117.4089484,156.5177307,214.9054594,280.6993303,317.4037019,2.991649465,2.323706768,1.109068399,1.385640594,1.002553359,1.711967988,5.805514433,6.655077504,2.487759943,0.392593536,2.471249,6.611159507,12.86452632,7.256476098,6.382396777,2.58932726,8.922135615,11.6985313,9.366318899,5.972347228,252.9450185,
GM0820,431,394,465,12,22,329,1206,2141,222,83,273,734,1223,410,232,140,790,739,277,165,96.7826518,125.8297156,142.8792811,220,164.8129093,113.4695757,148.5042769,187.7604275,259.1657073,288.4278102,114.5133431,158.9987644,197.147759,261.1052974,290.0310838,117.1711799,155.9921652,208.5074593,281.4927519,303.4914308,3.854520622,3.742491874,4.914101572,0.132600048,0.224826271,3.251723244,12.06819492,20.39681399,2.122396047,0.708331323,2.853896591,7.23279977,11.64558197,4.0607638,2.00983711,1.502765196,7.834218659,7.393658844,2.604310535,1.446167615,234.6007289,788
GM0823,259,522,128,52,168,276,411,848,165,81,279,460,889,345,262,310,633,924,494,437,118.5371116,154.2770206,118.7742442,170.77755,236.289767,116.5284049,172.1602799,200.0790456,264.2601301,286.5969922,117.0686514,165.1325092,212.892691,257.6269809,285.9290154,115.9265167,159.22469,227.2175805,262.8756,319.2733789,3.403079106,5.361250888,1.958137415,0.554847986,1.91074594,3.220902012,5.24241135,10.57974312,1.884111862,1.154166291,3.32578873,6.030711326,11.23720963,4.149348788,3.405347298,3.658182023,8.344886223,12.38199385,6.432937454,5.764198713,252.0447165,852
GM0824,793,690,459,94,144,268,1001,1539,342,248,203,664,1441,757,584,217,446,834,350,496,105.4282855,132.9669934,166.666122,200.1034387,128.2816094,114.2336505,153.6612901,163.0957977,194.9324736,277.2227289,115.6933621,162.7908955,186.6929901,236.5230871,295.3658664,109.1721354,156.2088259,213.0721031,286.8081593,304.3365801,6.818168954,6.036279988,4.074553257,0.880232364,1.231344234,1.952529147,9.114664156,13.01052487,2.854364041,2.082191497,1.584342788,5.871336649,12.41732787,6.563702466,4.805171589,1.797679567,4.206385293,7.393300952,3.110198375,4.195701945,222.7112492,1522
GM0826,1474,2442,1411,950,78,901,2231,5249,1133,400,641,1173,2730,1116,667,332,828,668,241,473,121.8543355,177.6728821,215.7367575,154.7554654,204.7154239,115.9911581,176.2574046,179.0015914,173.3697414,275.4671332,116.7507187,170.8797924,192.8555286,213.1484778,302.8482955,118.9165935,154.6049123,209.7782479,292.1407284,298.5683315,5.738250307,9.430960817,5.803993326,3.768842046,0.319212656,3.262687002,8.742049347,21.19708718,4.760711198,1.671950382,2.380162087,4.663293386,10.93403668,4.532214741,2.791954766,1.273856288,3.183377802,2.632725276,0.962628531,1.950006177,231.9240116,3977
GM0828,1752,2995,2634,1111,282,1113,2981,6204,2347,364,1028,2044,4242,2648,960,1001,1839,2339,1298,1208,123.1410823,156.4560268,164.0566783,217.6164869,271.9899053,114.4716382,155.1689939,177.462489,191.8294451,286.749223,116.7347225,158.4195718,197.1647936,225.6808612,296.8127487,117.1628789,153.5776672,217.2493381,271.3195557,308.7954894,4.021675636,7.532787642,6.606702115,2.792605254,0.671512534,2.623673824,7.271828629,15.66751067,5.817604667,0.918268615,2.462380446,4.991747858,10.61759306,6.56745194,2.429569287,2.421719252,4.52060664,5.819856998,3.23229996,3.01260497,258.7567624,3517
GM0840,242,292,174,24,25,239,525,484,178,19,281,601,1900,664,141,272,932,1579,781,420,118.5086532,133.0605555,165.0763577,224.9172125,309.2060722,110.3571502,153.1985575,173.1272394,181.389889,230.6955485,116.3859779,163.3402683,183.7413361,235.4380253,316.674222,115.6343581,157.8650906,224.4413133,281.2278026,310.8734895,2.273710055,2.549394662,1.619738321,0.226292752,0.222951291,2.416578591,5.272517238,4.967349148,1.830222311,0.216633402,2.743536378,6.284671172,19.76185208,6.758934057,1.447610939,2.7913277,9.63677472,16.48202518,8.074964423,4.422915574,275.8143017,763
GM0845,516,532,258,71,96,376,917,1224,394,88,311,958,1653,811,576,361,684,1174,580,584,117.6457983,142.0404146,141.4518158,233.3900883,288.7679419,116.943167,166.2866743,184.7269706,249.5435418,289.8694579,117.2562297,168.8421378,194.5229287,253.6591508,288.8126062,114.5969729,157.677649,210.0699627,262.6428576,296.5838301,4.18713346,4.533028926,2.278643755,0.617662555,0.838473315,3.532063017,7.150915883,10.17734044,2.837123349,0.783525628,2.784393083,7.660013517,13.90622173,6.445066505,4.861695032,3.051924899,5.576901926,9.168924001,4.77204471,4.836904268,284.8650582,762
GM0847,240,477,215,33,33,352,515,1148,58,10,382,427,986,505,154,401,539,765,541,303,96.87498701,178.3575926,172.6442457,223.9530677,181.5933489,113.1858527,161.4290731,178.8966704,278.1354022,276.5936396,118.7500809,163.0304727,189.7441406,259.2321359,276.3891253,117.0458561,147.665941,219.0189905,282.717515,302.4023135,2.557154545,5.181297214,2.584642073,0.350822301,0.344680027,3.984605627,6.331735098,14.34356899,0.825304543,0.13665713,4.338991126,5.289041537,12.42751861,6.635658925,2.132862493,4.532761231,7.159143624,9.800966543,7.057677317,3.984911044,203.9133198,773
GM0848,375,315,148,21,0,296,625,1615,370,12,271,302,905,633,93,130,287,459,252,112,116.6857449,146.764229,169.3308354,201.0838651,0,116.3305395,161.7246864,202.7078676,209.3253012,297.5753521,116.2837065,152.9151294,211.7262979,227.9139098,302.8764727,115.0427414,145.9542621,215.1422823,242.2312953,319.8623115,5.679484865,3.239373322,2.255961218,0.198038038,0,4.116767294,7.462342934,23.45804032,5.344006366,0.248689508,3.804201678,3.792855748,13.44271595,8.78322276,1.497625827,1.922214077,3.25388727,6.468911049,3.423155273,1.6085065,203.0439443,860
GM0851,405,409,353,39,114,294,632,1407,561,261,212,668,1220,743,489,140,690,709,389,663,116.8012459,152.6456282,176.5014553,240.6794778,283.8569605,116.1096095,160.6263068,185.1847045,242.9600937,280.182393,119.8753485,164.1936373,204.07483,259.8166638,323.983396,118.3511082,152.4070071,218.1891424,284.8201141,303.3925677,3.854016869,3.899124781,2.87596319,0.365837472,1.110262011,3.069720391,5.893350026,13.62662116,4.946869267,2.324667535,2.282517948,6.489256175,11.89581774,7.102859915,4.667137381,1.461805275,6.481690193,6.962745263,3.997037486,6.692699927,269.2963155,1464
GM0852,298,194,518,16,74,67,494,1492,513,367,114,389,910,352,452,112,197,203,142,477,121.3922164,181.6787179,168.9106991,233.2575111,222.1804024,113.6022168,181.8245666,182.6077964,192.451359,289.6253435,117.626529,189.7722084,201.0777033,226.4755316,285.2176255,120.2440238,149.076074,218.5763307,289.2438694,280.3363964,4.607722712,2.716187235,6.832828849,0.212183483,1.068366256,0.93258763,7.23004009,19.57906095,6.681140078,4.80710576,1.746319242,5.526786718,12.0525136,4.853281341,6.176499197,1.471037569,2.644772378,2.559797739,1.880579173,6.421189999,283.3666661,879
GM0855,8680,8594,12156,4184,2419,4034,11995,9577,6904,10264,1851,4504,4966,2964,3380,515,1374,1285,395,677,125.4762531,145.7819496,204.1742999,229.9159123,236.8414096,115.2312653,143.4463676,188.6193265,202.9478538,284.6292619,117.2890129,154.5203934,206.2634928,230.467559,303.1229569,114.9832568,151.0696755,214.9151477,269.3700547,295.8078719,7.863127756,8.322805605,12.38618939,4.552458721,2.208433595,3.654508583,11.98642642,9.780740002,7.07372843,10.39933739,1.654282774,4.520575961,5.056674731,2.992956396,3.458289519,0.471775769,1.320972152,1.24621218,0.383483943,0.667020677,246.6760099,13467
GM0856,915,1923,1432,133,206,671,1639,3469,1049,39,470,1085,2018,899,146,365,782,898,460,373,118.8006342,160.7873803,234.9486256,147.1470726,215.9435927,108.3351795,155.9254467,188.4182018,203.126024,230.8956877,112.4874068,163.4313863,208.5784637,230.7375644,287.0131997,117.6942413,160.3135493,223.3281308,271.1567465,300.4499785,4.627536605,10.02590575,7.859683064,0.670984114,1.056119498,3.338762912,8.625753912,18.62179208,4.965750585,0.228802038,2.346993151,5.755228634,10.7007554,4.414878847,0.802545954,1.816639496,4.390027088,5.177672688,2.473632792,2.100535396,215.232208,
GM0858,934,1209,950,272,91,335,1028,2280,1202,163,199,789,1670,1003,809,154,591,460,227,398,114.6258842,154.9086835,159.7858838,228.9525778,229.1524686,116.2806545,162.5579393,177.4518097,225.5040239,282.499075,117.3511359,168.5169245,201.2020235,243.294706,297.8860546,119.3242278,158.4737845,217.983459,265.5249954,283.7330531,6.800300094,8.320336673,6.642706525,1.858325602,0.568952735,2.536892432,6.830149647,15.59139317,7.975619609,1.088292352,1.575687086,5.149269964,11.16476297,6.649152324,5.172655962,1.117449381,3.815415758,3.066229252,1.530566493,2.545841971,232.1016441,1635
GM0861,1044,1252,1583,57,50,732,1866,2770,2037,49,396,1377,2108,1261,309,355,1095,770,514,300,112.9710349,138.1493415,177.2055424,220.0309335,277.7388123,114.4030453,161.6859338,172.5625257,195.5223104,285.3742092,121.7937134,168.8074635,192.1945541,221.0139135,300.8597863,121.990069,151.7376805,205.5393317,254.7200307,287.8262248,5.41964465,5.983818812,8.194660405,0.296323417,0.294437055,3.861851455,9.424745677,13.69203836,10.13077679,0.25283581,2.220298724,6.963992768,10.30599324,6.305297943,1.620144422,1.960841657,5.33910079,3.643438587,2.534941375,1.55481806,236.7914312,2217
GM0865,653,1105,624,57,231,190,938,1430,850,535,209,555,902,748,941,178,379,415,217,345,89.1621037,141.9041171,196.8119192,245.3596539,265.5280861,114.4908423,147.9374197,181.5536643,235.2625162,273.2353155,116.9810169,155.1202517,195.1183174,262.0972837,299.3624848,110.9244968,164.6898008,221.5218376,265.8562785,319.1756745,6.051205853,9.484992542,5.749190471,0.535816128,1.875012168,1.642018697,8.19769946,12.70891178,7.033444405,4.275417135,1.506254235,4.816812949,8.146556289,6.35331621,8.368817766,1.489087795,3.332165161,3.522563066,1.862190761,3.048527129,262.4734378,1622
GM0866,377,359,454,99,20,201,743,1111,425,145,179,421,973,577,344,142,302,337,337,235,110.8577239,143.9683314,192.2630223,157.3380206,247.0045413,113.308757,157.7651379,185.3451989,245.2751388,290.5991703,114.5310763,165.7997727,206.0118077,254.0501862,295.6799276,119.0313739,151.2267222,214.9187673,266.1535624,270.8732576,4.696190192,4.689007927,5.032606088,1.269413035,0.210830856,2.981197807,9.169939362,14.72747837,5.668375999,1.722453573,2.640075086,5.35514557,12.80039998,7.536845717,4.265533217,1.55018381,3.647997891,4.623530774,4.319086416,3.093708336,241.2104594,623
GM0867,1429,1341,1275,601,407,783,1595,3242,1229,371,461,1129,2454,1076,889,253,1067,974,430,832,111.1974039,160.4312791,200.9128261,201.7010866,270.4635405,113.8210785,153.052412,171.9982935,212.6769852,301.6522414,114.2806745,159.5826563,194.8895143,246.5316996,306.9837104,123.3075911,159.1687538,222.6742417,278.9177013,303.7613168,6.581735719,6.612639456,5.744777752,2.297266073,1.767825052,3.415548254,7.969616432,14.32488984,5.525191901,1.4431688,2.076125245,5.749673052,11.01541409,4.88613073,3.871778634,1.080225548,5.43521054,4.465215615,1.934737482,3.802829782,252.2690152,2162
GM0873,303,431,226,29,34,279,521,1334,507,62,137,522,1203,713,317,252,667,1124,596,623,86.11634661,103.4957433,171.8958191,262.5028723,268.2833862,106.1875778,142.922149,182.7409747,196.3444448,321.4241536,106.4184035,164.3408097,207.765492,242.7801671,313.0840197,113.841677,151.1000944,221.6324127,286.9705754,303.3766672,2.810188602,4.189633838,2.115624705,0.292224547,0.361056703,2.255841439,5.004605457,14.72339516,5.220839969,0.667153106,1.164126267,5.007463059,12.98996787,7.447883432,3.149910388,2.536552344,6.273547478,11.39961492,6.059088563,6.331282148,284.6426142,2066
GM0879,294,574,161,35,54,287,402,809,136,70,258,582,995,705,325,322,1181,1064,687,607,113.4906692,124.7733893,183.9810989,201.5529545,250.0154661,117.1781539,162.0508917,180.3753612,236.1003634,288.8973555,116.6482378,167.443125,206.3164808,261.9357342,313.4698339,122.9291842,161.4882382,225.7028977,290.2164864,304.985788,3.120484461,6.089078535,1.613490168,0.336115018,0.553134163,2.893051619,3.871018595,8.520331593,1.603997019,0.75415879,2.71400507,6.061922374,10.71543537,7.877961827,3.509185773,3.205433764,11.88527903,11.24195995,7.143077006,6.290879874,264.6607008,827
GM0880,389,464,550,175,74,217,744,895,392,130,108,463,557,316,359,125,238,205,78,422,112.4966617,178.8547175,279.1242199,226.4004283,229.921702,116.3663031,166.1679539,203.4650793,245.3265019,278.0671363,116.9420611,168.8930779,216.1951404,264.7899936,289.6542759,121.425397,152.8011558,209.4389015,248.9279861,293.9270211,6.174925057,6.573932942,7.621343273,2.17602706,0.992115058,3.406142029,10.85613629,12.66402248,5.590676054,1.807339872,1.792238058,6.999788497,7.843617006,4.617408997,5.050952039,1.983683797,3.514313164,3.045961806,1.146957433,6.142419084,248.2623952,907
GM0882,729,1091,1427,518,270,343,895,2212,1426,893,195,553,2281,2129,1123,101,543,715,422,261,106.2185066,133.1146319,179.0539638,229.9750135,259.6421248,105.1001043,153.3536418,190.7593456,209.4837088,278.1987459,106.9879875,162.3008377,210.2685798,237.7935752,313.5189942,118.404592,143.8407986,224.4518343,280.2253296,318.4396106,4.263370891,6.213483674,8.6261458,2.889419941,1.59309037,1.85526985,4.983732129,11.9308733,7.55741439,4.906912394,1.044502372,2.995402979,12.18558918,11.40328011,6.14635279,0.565187585,3.039313792,3.879921826,2.376007585,1.544729044,251.7118631,1750
GM0888,102,476,622,351,145,51,440,514,389,283,41,347,1077,780,513,58,228,493,315,259,81.62966284,131.3855325,122.9628597,275.713605,239.8672041,104.8132035,157.8603718,199.5477432,235.9718923,279.0580701,109.8997307,162.9449525,209.0769469,249.9607841,298.1805079,115.9551066,143.2147547,225.7216281,289.7326315,340.3992995,1.521074187,6.754180067,8.429281652,5.012361879,2.041578102,0.780541348,5.969312508,7.218943797,5.063525576,3.722328788,0.581607169,4.709312615,14.51593815,10.00033966,6.176648831,0.912258371,3.339798813,6.383663371,3.962951906,2.904353205,219.2415542,924
GM0889,274,285,118,21,72,92,558,772,216,51,90,379,754,722,234,113,288,446,187,293,124.4358423,144.3854112,204.8434722,268.9513109,239.4651113,119.6304736,163.1682712,212.1779447,230.9567868,301.142238,117.3484456,162.1601377,214.7376419,242.9852758,302.3323766,117.153183,147.551327,218.2379097,299.742946,301.3654382,4.224939988,4.954914163,2.036655707,0.303302654,1.28624899,1.287068112,9.454260003,13.39118761,3.359765185,0.821306272,1.216896665,6.347785527,12.52560325,12.67418287,3.914265236,1.676560598,4.863354532,7.559084859,3.283586844,4.819030933,274.2975476,1017
GM0893,94,148,67,28,29,104,200,479,54,24,115,407,1271,452,112,172,302,581,607,487,115.4539835,138.5203329,160.6595672,209.4554239,173.1665695,112.8599663,157.7791223,147.8467456,226.9627696,290.0635205,114.9971569,166.2941489,186.3397245,232.5247349,316.1022069,115.6482741,150.2150414,223.4331895,284.6624368,301.4787724,1.115937831,1.94614092,0.932545356,0.337724801,0.450174946,1.529799288,3.644779211,8.841117725,0.9660511,0.453450647,1.570651963,7.596070469,23.11957199,8.08237172,1.812819878,2.227664046,5.37907585,10.68384008,10.76779162,8.542420565,276.1317996,312
GM0899,421,1588,1614,445,164,301,787,1075,970,1202,138,410,1069,1592,1349,39,336,405,288,131,104.7562836,143.7551179,193.9943664,308.3881389,273.6194679,105.3111518,154.9203969,198.2989115,243.9433459,264.026856,111.9914122,164.1258526,215.3636473,271.3103336,308.0960635,116.9466291,137.9243373,222.7071434,289.3533758,324.749028,3.257003877,11.16672853,11.42578121,3.093419735,1.192345005,2.136802919,5.34561266,7.188394558,7.054186764,8.468960585,1.018110326,2.85204437,7.167810879,11.34966391,9.365518677,0.308736788,2.270624423,2.627408189,1.890571351,0.820275236,285.5724473,1481
GM0907,328,200,271,45,36,274,565,769,236,140,275,401,1026,539,252,189,389,685,547,281,98.19271668,151.7760214,186.206608,217.4640151,240.1074257,115.0188248,159.6925656,182.57602,217.2817582,267.2977802,118.015485,158.6170767,201.204958,218.9398358,295.4691576,116.4093383,154.1901194,223.0274216,277.8923811,312.6825578,5.344610782,2.950012991,3.796144643,0.575798726,0.495592421,3.734778745,7.878771132,10.31826292,3.41711154,1.897605797,3.517737256,5.28023042,13.74883189,7.294969719,3.403797652,2.331078705,4.721657209,8.767105295,6.883889981,3.64201217,287.4886439,1339
GM0917,1158,2627,8012,3254,1439,521,3377,5057,3532,3851,249,1416,2966,3434,2802,167,450,673,483,456,106.9831441,143.2069366,184.9642043,253.3485797,268.7231367,110.8721585,170.7968111,195.1061117,248.3197571,286.0275427,116.3692191,171.7175375,213.1523446,269.6078383,304.6522128,119.0854374,147.3452296,216.4169794,293.3778595,328.3964903,2.351807314,5.453976856,17.65675376,7.215052198,2.955719226,1.047558107,7.254574366,10.7924586,8.167944209,8.572644858,0.510534391,3.056769355,6.426697616,7.629526008,6.129095747,0.337971319,0.960682297,1.449004959,1.045157475,0.986071333,262.7047879,6728
GM0928,736,2134,3187,1373,907,329,1277,2647,1586,2171,216,818,1649,1923,1497,64,384,437,238,301,119.8720197,157.3582073,207.5207797,226.5048181,290.3582658,111.2770765,160.6063379,179.9350935,194.5151982,285.5031758,114.1617647,161.7927644,202.6196369,237.361086,313.6509414,123.7624663,148.9266171,218.1286176,296.3928155,318.2460982,2.690281305,8.942302494,12.90525751,6.010869882,3.57326593,1.262192578,5.628079365,10.94591513,6.995317824,9.167151006,0.839546042,3.603440498,6.924338284,8.143913283,6.325772951,0.232536096,1.510594312,2.000104705,1.015240929,1.283879882,272.7298147,4004
GM0935,2094,7272,7846,4847,7671,679,3540,6586,4319,5447,459,1619,3691,2846,1709,108,421,483,297,313,120.8528244,161.1527932,211.4134823,230.3784953,254.543066,115.0961839,159.208773,195.0271765,214.2902325,268.3854266,118.3583074,160.200911,209.6778843,242.6880967,283.1191125,116.0625934,136.2513023,232.6679139,277.905834,305.6961763,3.206208344,11.55728341,13.05405274,7.920983709,11.9033462,1.062992851,5.583066226,11.07429357,7.012632247,8.535566319,0.685879989,2.561820327,6.07327516,4.564668132,2.668573027,0.163634131,0.69049416,0.732092818,0.469418496,0.479718143,261.4933008,7982
GM0938,164,306,465,133,325,27,467,716,478,385,43,346,1434,797,532,78,341,813,419,360,115.7054736,153.8250721,196.7581979,220.4449668,231.3995076,120.9031564,164.7134684,196.5908086,194.1017544,261.5089077,116.0326047,170.3072602,213.0188835,239.5497328,301.4463671,115.7081602,155.1638284,232.9483065,284.2778478,304.3046389,1.865677548,3.292590034,5.13135725,1.351753509,3.954457586,0.292309533,5.116477418,8.377376578,5.801266242,4.822268332,0.417205137,3.898990641,16.89696635,9.539744662,6.309111712,0.883260443,3.610321917,9.693291856,4.660236469,4.085336781,292.0371466,587
GM0944,84,253,101,17,8,43,327,518,47,8,50,287,391,263,54,90,291,372,289,93,119.2487053,135.9586089,211.7762957,223.9317045,220,115.477095,166.4772515,189.7279873,242.1786202,193.1645631,113.9524324,170.9149016,199.2098257,247.4089881,270.7788524,123.7363097,153.2245223,214.0203672,278.139381,293.0869105,2.402683483,6.884724617,2.6997244,0.350180611,0.178153317,1.534568938,9.104268485,14.31316946,1.413900518,0.227090274,1.635292165,7.570625574,11.55717112,7.096927229,1.578234665,2.71682028,7.876071965,10.1341528,8.175962195,2.550277915,316.0403378,372
GM0946,332,353,88,49,38,194,390,809,98,31,249,430,1083,401,170,345,587,828,590,363,124.0280196,145.2358226,185.9351292,245.366537,334.8847803,115.7903155,156.8951128,181.386255,260.8391984,287.3372785,117.9550244,162.8191234,189.9618096,252.2790264,270.890402,115.2225958,150.1271109,219.3231257,290.417121,296.9107624,4.81551543,4.251614242,1.188375801,0.637387832,0.536168342,2.768608433,5.176725848,10.86023257,1.207943464,0.365598754,3.369954358,5.573654444,14.69873173,5.379488557,2.32380381,4.685591906,7.928967946,10.90742517,8.37326899,4.950942359,248.6034098,470
GM0957,1729,2749,1981,1174,1052,823,1791,3486,1141,1647,466,996,2374,1831,1040,453,769,826,578,708,113.3816151,151.7650574,208.3531293,193.7800522,267.643334,108.9493013,156.8174066,177.9463145,221.0730011,265.8133704,115.8000914,157.3984087,201.2208841,260.1683734,306.3189334,115.038613,150.3660665,215.5657867,285.384706,312.2678827,5.918394614,9.547911054,7.259201293,4.128762426,3.628505973,2.727748702,6.805229882,12.6276394,4.330042015,5.858140788,1.5339651,3.791331645,8.660982223,7.097105402,3.815573518,1.536575476,2.824341947,2.975622088,2.212962095,2.719964357,275.5205981,2800
GM0965,147,144,486,222,165,48,220,390,381,348,56,213,668,461,357,96,142,337,143,149,131.2796109,181.3943553,239.2785043,266.4694123,273.9133899,139.5720836,166.7975649,196.2098116,200.4031538,305.1139825,166.4548076,182.7007269,217.4192687,270.4026342,318.4638721,125.7941951,172.2429681,227.3063691,283.0972104,326.3868302,3.248195585,2.528771483,9.768851562,4.466817005,3.047799177,0.796802427,4.116397329,7.598970016,7.611625583,6.644820037,1.104422373,4.097663105,12.79373121,9.026557756,6.797683334,1.75747949,2.676801749,6.284136397,2.760358382,2.872116001,289.4568493,860
